Year,Category,Nominee,Additional Info,Won?
1977,Best Director - Motion Picture,Hal Ashby,Bound for Glory,N
1977,Best Director - Motion Picture,John G. Avildsen,Rocky,N
1977,Best Director - Motion Picture,John Schlesinger,Marathon Man,N
1977,Best Performance by an Actor In A Television Series - Drama,Richard Jordan,Captains and the Kings,W
1977,Best Performance by an Actor In A Television Series - Drama,Lee Majors,The Six Million Dollar Man,N
1977,Best Performance by an Actor In A Television Series - Drama,Nick Nolte,"Rich Man, Poor Man",N
1977,Best Performance by an Actor In A Television Series - Drama,Peter Strauss,"Rich Man, Poor Man",N
1977,Best Performance by an Actor In A Television Series - Drama,Telly Savalas,Kojak,N
1977,Best Performance by an Actor in a Motion Picture - Drama,Peter Finch,Network,W
1977,Best Performance by an Actor in a Motion Picture - Drama,David Carradine,Bound for Glory,N
1977,Best Performance by an Actor in a Motion Picture - Drama,Dustin Hoffman,Marathon Man,N
1977,Best Performance by an Actor in a Motion Picture - Drama,Robert De Niro,Taxi Driver,N
1977,Best Performance by an Actor in a Motion Picture - Drama,Sylvester Stallone,Rocky,N
1977,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Kris Kristofferson,"Star Is Born, A",W
1977,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Gene Wilder,Silver Streak,N
1977,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jack Weston,The Ritz,N
1977,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Mel Brooks,Silent Movie,N
1977,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Peter Sellers,The Pink Panther Strikes Again,N
1977,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Ed Asner,"Rich Man, Poor Man",W
1977,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Charles Durning,Captains and the Kings,N
1977,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Gavin MacLeod,The Mary Tyler Moore Show,N
1977,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Rob Reiner,All In The Family,N
1977,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Tim Conway,The Carol Burnett Show,N
1977,Best Performance by an Actor in a Supporting Role in any Motion Picture,Laurence Olivier,Marathon Man,W
1977,Best Performance by an Actor in a Supporting Role in any Motion Picture,Jason Robards Jr.,All The President's Men,N
1977,Best Performance by an Actor in a Supporting Role in any Motion Picture,Marty Feldman,Silent Movie,N
1977,Best Performance by an Actor in a Supporting Role in any Motion Picture,Oskar Werner,Voyage of the Damned,N
1977,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ron Howard,The Shootist,N
1977,Best Performance by an Actor in a Television Series - Musical or Comedy,Henry Winkler,Happy Days,W
1977,Best Performance by an Actor in a Television Series - Musical or Comedy,Alan Alda,M*A*S*H (TV Show),N
1977,Best Performance by an Actor in a Television Series - Musical or Comedy,Freddie Prinze,Chico and The Man,N
1977,Best Performance by an Actor in a Television Series - Musical or Comedy,Hal Linden,Barney Miller,N
1977,Best Performance by an Actor in a Television Series - Musical or Comedy,Michael Constantine,Sirota's Court,N
1977,Best Performance by an Actor in a Television Series - Musical or Comedy,Sammy Davis Jr.,Sammy & Company,N
1977,Best Performance by an Actor in a Television Series - Musical or Comedy,Tony Randall,The Tony Randall Show,N
1977,Best Performance by an Actress In A Television Series - Drama,Susan Blakely,"Rich Man, Poor Man",W
1977,Best Performance by an Actress In A Television Series - Drama,Angie Dickinson,Police Woman,N
1977,Best Performance by an Actress In A Television Series - Drama,Farrah Fawcett,Charlie's Angels,N
1977,Best Performance by an Actress In A Television Series - Drama,Jean Marsh,Upstairs/Downstairs,N
1977,Best Performance by an Actress In A Television Series - Drama,Kate Jackson,Charlie's Angels,N
1977,Best Performance by an Actress In A Television Series - Drama,Lindsay Wagner,The Bionic Woman,N
1977,Best Performance by an Actress In A Television Series - Drama,Sada Thompson,Family,N
1977,Best Performance by an Actress in a Motion Picture - Drama,Faye Dunaway,Network,W
1977,Best Performance by an Actress in a Motion Picture - Drama,Glenda Jackson,The Incredible Sarah,N
1977,Best Performance by an Actress in a Motion Picture - Drama,Liv Ullmann,Face To Face,N
1977,Best Performance by an Actress in a Motion Picture - Drama,Sylvia Miles,The Sailor Who Fell From Grace With The Sea,N
1977,Best Performance by an Actress in a Motion Picture - Drama,Talia Shire,Rocky,N
1977,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Barbra Streisand,"Star Is Born, A",W
1977,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Barbara Harris,Family Plot,N
1977,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Barbara Harris,Freaky Friday (1976),N
1977,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Goldie Hawn,The Duchess and The Dirtwater Fox,N
1977,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Jodie Foster,Freaky Friday (1976),N
1977,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Rita Moreno,The Ritz,N
1977,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Josette Banzet,"Rich Man, Poor Man",W
1977,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Adrienne Barbeau,Maude,N
1977,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Anne Meara,Rhoda,N
1977,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Darleen Carr,Once an Eagle,N
1977,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Ellen Corby,The Waltons,N
1977,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Julie Kavner,Rhoda,N
1977,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Sally Struthers,All In The Family,N
1977,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Vicki Lawrence,The Carol Burnett Show,N
1977,Best Performance by an Actress in a Supporting Role in any Motion Picture,Katharine Ross,Voyage of the Damned,W
1977,Best Performance by an Actress in a Supporting Role in any Motion Picture,Bernadette Peters,Silent Movie,N
1977,Best Performance by an Actress in a Supporting Role in any Motion Picture,Lee Grant,Voyage of the Damned,N
1977,Best Performance by an Actress in a Supporting Role in any Motion Picture,Marthe Keller,Marathon Man,N
1977,Best Performance by an Actress in a Supporting Role in any Motion Picture,Piper Laurie,Carrie,N
1977,Best Performance by an Actress in a Supporting Role in any Motion Picture,Shelley Winters,"Next Stop, Greenwich Village",N
1977,Best Performance by an Actress in a Television Series - Musical or Comedy,Carol Burnett,The Carol Burnett Show,W
1977,Best Performance by an Actress in a Television Series - Musical or Comedy,Bernadette Peters,All's Fair,N
1977,Best Performance by an Actress in a Television Series - Musical or Comedy,Dinah Shore,Dinah!,N
1977,Best Performance by an Actress in a Television Series - Musical or Comedy,Isabel Sanford,The Jeffersons,N
1977,Best Performance by an Actress in a Television Series - Musical or Comedy,Mary Tyler Moore,The Mary Tyler Moore Show,N
1977,Best Screenplay - Motion Picture,Paddy Chayefsky,Network,W
1977,Best Screenplay - Motion Picture,David Butler,Voyage of the Damned,N
1977,Best Screenplay - Motion Picture,Paul Schrader,Taxi Driver,N
1977,Best Screenplay - Motion Picture,Sylvester Stallone,Rocky,N
1977,Best Screenplay - Motion Picture,William Goldman,All The President's Men,N
1977,Best Screenplay - Motion Picture,William Goldman,Marathon Man,N
1976,Best Director - Motion Picture,Milos Forman,One Flew Over The Cuckoo's Nest,W
1976,Best Director - Motion Picture,Robert Altman,Nashville,N
1976,Best Director - Motion Picture,Sidney Lumet,Dog Day Afternoon,N
1976,Best Director - Motion Picture,Stanley Kubrick,Barry Lyndon,N
1976,Best Director - Motion Picture,Steven Spielberg,Jaws,N
1976,Best Performance by an Actor In A Television Series - Drama,Robert Blake,Baretta,W
1976,Best Performance by an Actor In A Television Series - Drama,Telly Savalas,Kojak,W
1976,Best Performance by an Actor In A Television Series - Drama,Barry Newman,Petrocelli,N
1976,Best Performance by an Actor In A Television Series - Drama,Karl Malden,The Streets of San Francisco,N
1976,Best Performance by an Actor In A Television Series - Drama,Peter Falk,Columbo,N
1976,Best Performance by an Actor in a Motion Picture - Drama,Jack Nicholson,One Flew Over The Cuckoo's Nest,W
1976,Best Performance by an Actor in a Motion Picture - Drama,Al Pacino,Dog Day Afternoon,N
1976,Best Performance by an Actor in a Motion Picture - Drama,Gene Hackman,French Connection II,N
1976,Best Performance by an Actor in a Motion Picture - Drama,James Whitmore,"Give 'Em Hell, Harry!",N
1976,Best Performance by an Actor in a Motion Picture - Drama,Maximilian Schell,The Man in the Glass Booth,N
1976,Best Performance by an Actor in a Motion Picture - Musical or Comedy,George Burns,The Sunshine Boys,W
1976,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Walter Matthau,The Sunshine Boys,W
1976,Best Performance by an Actor in a Motion Picture - Musical or Comedy,James Caan,Funny Lady,N
1976,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Peter Sellers,The Return of the Pink Panther,N
1976,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Warren Beatty,Shampoo,N
1976,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Ed Asner,The Mary Tyler Moore Show,W
1976,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Tim Conway,The Carol Burnett Show,W
1976,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Jimmie Walker,Good Times,N
1976,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Rob Reiner,All In The Family,N
1976,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Ted Knight,The Mary Tyler Moore Show,N
1976,Best Performance by an Actor in a Supporting Role in any Motion Picture,Richard Benjamin,The Sunshine Boys,W
1976,Best Performance by an Actor in a Supporting Role in any Motion Picture,Burgess Meredith,The Day of the Locust,N
1976,Best Performance by an Actor in a Supporting Role in any Motion Picture,Charles Durning,Dog Day Afternoon,N
1976,Best Performance by an Actor in a Supporting Role in any Motion Picture,Henry Gibson,Nashville,N
1976,Best Performance by an Actor in a Supporting Role in any Motion Picture,John Cazale,Dog Day Afternoon,N
1976,Best Performance by an Actor in a Television Series - Musical or Comedy,Alan Alda,M*A*S*H (TV Show),W
1976,Best Performance by an Actor in a Television Series - Musical or Comedy,Bob Newhart,The Bob Newhart Show,N
1976,Best Performance by an Actor in a Television Series - Musical or Comedy,Carroll O'Connor,All In The Family,N
1976,Best Performance by an Actor in a Television Series - Musical or Comedy,Hal Linden,Barney Miller,N
1976,Best Performance by an Actor in a Television Series - Musical or Comedy,Johnny Carson,The Tonight Show,N
1976,Best Performance by an Actor in a Television Series - Musical or Comedy,Redd Foxx,Sanford and Son,N
1976,Best Performance by an Actress In A Television Series - Drama,Lee Remick,Jennie: Lady Randolph Churchill,W
1976,Best Performance by an Actress In A Television Series - Drama,Angie Dickinson,Police Woman,N
1976,Best Performance by an Actress In A Television Series - Drama,Lee Meriwether,Barnaby Jones,N
1976,Best Performance by an Actress In A Television Series - Drama,Michael Learned,The Waltons,N
1976,Best Performance by an Actress In A Television Series - Drama,Rosemary Harris,Notorious Woman,N
1976,Best Performance by an Actress in a Motion Picture - Drama,Louise Fletcher,One Flew Over The Cuckoo's Nest,W
1976,Best Performance by an Actress in a Motion Picture - Drama,Faye Dunaway,Three Days of the Condor,N
1976,Best Performance by an Actress in a Motion Picture - Drama,Glenda Jackson,Hedda,N
1976,Best Performance by an Actress in a Motion Picture - Drama,Karen Black,The Day of the Locust,N
1976,Best Performance by an Actress in a Motion Picture - Drama,Marilyn Hassett,The Other Side of the Mountain,N
1976,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Ann-Margret,Tommy,W
1976,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Barbra Streisand,Funny Lady,N
1976,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Goldie Hawn,Shampoo,N
1976,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Julie Christie,Shampoo,N
1976,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Liza Minnelli,Lucky Lady,N
1976,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Hermione Baddeley,Maude,W
1976,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Julie Kavner,Rhoda,N
1976,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Nancy Walker,McMillan and Wife,N
1976,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Nancy Walker,Rhoda,N
1976,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Susan Howard,Petrocelli,N
1976,Best Performance by an Actress in a Supporting Role in any Motion Picture,Brenda Vaccaro,Jacqueline Susann's Once Is Not Enough,W
1976,Best Performance by an Actress in a Supporting Role in any Motion Picture,Barbara Harris,Nashville,N
1976,Best Performance by an Actress in a Supporting Role in any Motion Picture,Geraldine Chaplin,Nashville,N
1976,Best Performance by an Actress in a Supporting Role in any Motion Picture,Lee Grant,Shampoo,N
1976,Best Performance by an Actress in a Supporting Role in any Motion Picture,Lily Tomlin,Nashville,N
1976,Best Performance by an Actress in a Supporting Role in any Motion Picture,Ronee Blakley,Nashville,N
1976,Best Performance by an Actress in a Television Series - Musical or Comedy,Cloris Leachman,Phyllis,W
1976,Best Performance by an Actress in a Television Series - Musical or Comedy,Beatrice Arthur,Maude,N
1976,Best Performance by an Actress in a Television Series - Musical or Comedy,Carol Burnett,The Carol Burnett Show,N
1976,Best Performance by an Actress in a Television Series - Musical or Comedy,Mary Tyler Moore,The Mary Tyler Moore Show,N
1976,Best Performance by an Actress in a Television Series - Musical or Comedy,Valerie Harper,Rhoda,N
1976,Best Screenplay - Motion Picture,Bo Goldman,One Flew Over The Cuckoo's Nest,W
1976,Best Screenplay - Motion Picture,Frank R. Pierson,Dog Day Afternoon,N
1976,Best Screenplay - Motion Picture,Joan Tewkesbury,Nashville,N
1976,Best Screenplay - Motion Picture,Neil Simon,The Sunshine Boys,N
1976,Best Screenplay - Motion Picture,Peter Benchley,Jaws,N
1975,Best Director - Motion Picture,Roman Polanski,Chinatown,W
1975,Best Director - Motion Picture,Bob Fosse,Lenny,N
1975,Best Director - Motion Picture,Francis Ford Coppola,The Conversation,N
1975,Best Director - Motion Picture,Francis Ford Coppola,The Godfather Part II,N
1975,Best Director - Motion Picture,John Cassavetes,"Woman Under The Influence, A",N
1975,Best Performance by an Actor In A Television Series - Drama,Telly Savalas,Kojak,W
1975,Best Performance by an Actor In A Television Series - Drama,Michael Douglas,The Streets of San Francisco,N
1975,Best Performance by an Actor In A Television Series - Drama,Mike Connors,Mannix,N
1975,Best Performance by an Actor In A Television Series - Drama,Peter Falk,Columbo,N
1975,Best Performance by an Actor In A Television Series - Drama,Richard Thomas,The Waltons,N
1975,Best Performance by an Actor in a Motion Picture - Drama,Jack Nicholson,Chinatown,W
1975,Best Performance by an Actor in a Motion Picture - Drama,Al Pacino,The Godfather Part II,N
1975,Best Performance by an Actor in a Motion Picture - Drama,Dustin Hoffman,Lenny,N
1975,Best Performance by an Actor in a Motion Picture - Drama,Gene Hackman,The Conversation,N
1975,Best Performance by an Actor in a Motion Picture - Drama,James Caan,The Gambler,N
1975,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Art Carney,Harry & Tonto,W
1975,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Burt Reynolds,The Longest Yard,N
1975,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jack Lemmon,The Front Page,N
1975,Best Performance by an Actor in a Motion Picture - Musical or Comedy,James Earl Jones,Claudine,N
1975,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Walter Matthau,The Front Page,N
1975,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Harvey Korman,The Carol Burnett Show,W
1975,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Gavin MacLeod,The Mary Tyler Moore Show,N
1975,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Jimmie Walker,Good Times,N
1975,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Whitman Mayo,Sanford and Son,N
1975,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Will Geer,The Waltons,N
1975,Best Performance by an Actor in a Supporting Role in any Motion Picture,Fred Astaire,The Towering Inferno,W
1975,Best Performance by an Actor in a Supporting Role in any Motion Picture,Bruce Dern,The Great Gatsby,N
1975,Best Performance by an Actor in a Supporting Role in any Motion Picture,Eddie Albert,The Longest Yard,N
1975,Best Performance by an Actor in a Supporting Role in any Motion Picture,John Huston,Chinatown,N
1975,Best Performance by an Actor in a Supporting Role in any Motion Picture,Sam Waterston,The Great Gatsby,N
1975,Best Performance by an Actor in a Television Series - Musical or Comedy,Alan Alda,M*A*S*H (TV Show),W
1975,Best Performance by an Actor in a Television Series - Musical or Comedy,Bob Newhart,The Bob Newhart Show,N
1975,Best Performance by an Actor in a Television Series - Musical or Comedy,Carroll O'Connor,All In The Family,N
1975,Best Performance by an Actor in a Television Series - Musical or Comedy,Ed Asner,The Mary Tyler Moore Show,N
1975,Best Performance by an Actor in a Television Series - Musical or Comedy,Redd Foxx,Sanford and Son,N
1975,Best Performance by an Actress In A Television Series - Drama,Angie Dickinson,Police Woman,W
1975,Best Performance by an Actress In A Television Series - Drama,Jean Marsh,Upstairs/Downstairs,N
1975,Best Performance by an Actress In A Television Series - Drama,Lee Meriwether,Barnaby Jones,N
1975,Best Performance by an Actress In A Television Series - Drama,Michael Learned,The Waltons,N
1975,Best Performance by an Actress In A Television Series - Drama,Teresa Graves,Get Christie Love,N
1975,Best Performance by an Actress in a Motion Picture - Drama,Gena Rowlands,"Woman Under The Influence, A",W
1975,Best Performance by an Actress in a Motion Picture - Drama,Ellen Burstyn,Alice Doesn't Live Here Anymore,N
1975,Best Performance by an Actress in a Motion Picture - Drama,Faye Dunaway,Chinatown,N
1975,Best Performance by an Actress in a Motion Picture - Drama,Liv Ullmann,Scenes From a Marriage,N
1975,Best Performance by an Actress in a Motion Picture - Drama,Valerie Perrine,Lenny,N
1975,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Raquel Welch,The Three Musketeers,W
1975,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Cloris Leachman,Young Frankenstein,N
1975,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Diahann Carroll,Claudine,N
1975,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Helen Hayes,Herbie Rides Again,N
1975,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Lucille Ball,Mame,N
1975,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Betty Garrett,All In The Family,W
1975,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Ellen Corby,The Waltons,N
1975,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Julie Kavner,Rhoda,N
1975,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Nancy Walker,McMillan and Wife,N
1975,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Vicki Lawrence,The Carol Burnett Show,N
1975,Best Performance by an Actress in a Supporting Role in any Motion Picture,Karen Black,The Great Gatsby,W
1975,Best Performance by an Actress in a Supporting Role in any Motion Picture,Beatrice Arthur,Mame,N
1975,Best Performance by an Actress in a Supporting Role in any Motion Picture,Diane Ladd,Alice Doesn't Live Here Anymore,N
1975,Best Performance by an Actress in a Supporting Role in any Motion Picture,Jennifer Jones,The Towering Inferno,N
1975,Best Performance by an Actress in a Supporting Role in any Motion Picture,Madeline Kahn,Young Frankenstein,N
1975,Best Performance by an Actress in a Television Series - Musical or Comedy,Valerie Harper,Rhoda,W
1975,Best Performance by an Actress in a Television Series - Musical or Comedy,Carol Burnett,The Carol Burnett Show,N
1975,Best Performance by an Actress in a Television Series - Musical or Comedy,Esther Rolle,Good Times,N
1975,Best Performance by an Actress in a Television Series - Musical or Comedy,Jean Stapleton,All In The Family,N
1975,Best Performance by an Actress in a Television Series - Musical or Comedy,Mary Tyler Moore,The Mary Tyler Moore Show,N
1975,Best Screenplay - Motion Picture,Robert Towne,Chinatown,W
1975,Best Screenplay - Motion Picture,Francis Ford Coppola,The Conversation,N
1975,Best Screenplay - Motion Picture,Francis Ford Coppola,The Godfather Part II,N
1975,Best Screenplay - Motion Picture,John Cassavetes,"Woman Under The Influence, A",N
1975,Best Screenplay - Motion Picture,Stirling Silliphant,The Towering Inferno,N
1974,Best Director - Motion Picture,William Friedkin,The Exorcist,W
1974,Best Director - Motion Picture,Bernardo Bertolucci,Last Tango in Paris,N
1974,Best Director - Motion Picture,Fred Zinnemann,The Day of the Jackal,N
1974,Best Director - Motion Picture,George Lucas,American Graffiti,N
1974,Best Director - Motion Picture,Peter Bogdanovich,Paper Moon,N
1974,Best Performance by an Actor In A Television Series - Drama,James Stewart,Hawkins,W
1974,Best Performance by an Actor In A Television Series - Drama,David Carradine,Kung Fu,N
1974,Best Performance by an Actor In A Television Series - Drama,Mike Connors,Mannix,N
1974,Best Performance by an Actor In A Television Series - Drama,Peter Falk,Columbo,N
1974,Best Performance by an Actor In A Television Series - Drama,Richard Thomas,The Waltons,N
1974,Best Performance by an Actor In A Television Series - Drama,Robert Young,"Marcus Welby, M.D.",N
1974,Best Performance by an Actor in a Motion Picture - Drama,Al Pacino,Serpico,W
1974,Best Performance by an Actor in a Motion Picture - Drama,Jack Lemmon,Save the Tiger,N
1974,Best Performance by an Actor in a Motion Picture - Drama,Jack Nicholson,The Last Detail,N
1974,Best Performance by an Actor in a Motion Picture - Drama,Robert Blake,Electra Glide In Blue,N
1974,Best Performance by an Actor in a Motion Picture - Drama,Steve McQueen,Papillon,N
1974,Best Performance by an Actor in a Motion Picture - Musical or Comedy,George Segal,"Touch of Class, A",W
1974,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Carl Anderson,Jesus Christ Superstar,N
1974,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Richard Dreyfuss,American Graffiti,N
1974,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Ryan O'Neal,Paper Moon,N
1974,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Ted Neeley,Jesus Christ Superstar,N
1974,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",McLean Stevenson,M*A*S*H (TV Show),W
1974,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Ed Asner,The Mary Tyler Moore Show,N
1974,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Harvey Korman,The Carol Burnett Show,N
1974,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Rob Reiner,All In The Family,N
1974,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Strother Martin,Hawkins,N
1974,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Will Geer,The Waltons,N
1974,Best Performance by an Actor in a Supporting Role in any Motion Picture,John Houseman,The Paper Chase,W
1974,Best Performance by an Actor in a Supporting Role in any Motion Picture,Jack Gilford,Save the Tiger,N
1974,Best Performance by an Actor in a Supporting Role in any Motion Picture,Martin Balsam,"Summer Wishes, Winter Dreams",N
1974,Best Performance by an Actor in a Supporting Role in any Motion Picture,Max von Sydow,The Exorcist,N
1974,Best Performance by an Actor in a Supporting Role in any Motion Picture,Randy Quaid,The Last Detail,N
1974,Best Performance by an Actor in a Television Series - Musical or Comedy,Jack Klugman,"Odd Couple, The (1970)",W
1974,Best Performance by an Actor in a Television Series - Musical or Comedy,Alan Alda,M*A*S*H (TV Show),N
1974,Best Performance by an Actor in a Television Series - Musical or Comedy,Carroll O'Connor,All In The Family,N
1974,Best Performance by an Actor in a Television Series - Musical or Comedy,Dom De Luise,Lotsa Luck,N
1974,Best Performance by an Actor in a Television Series - Musical or Comedy,Redd Foxx,Sanford and Son,N
1974,Best Performance by an Actress In A Television Series - Drama,Lee Remick,The Blue Knight,W
1974,Best Performance by an Actress In A Television Series - Drama,Emily McLaughlin,General Hospital,N
1974,Best Performance by an Actress In A Television Series - Drama,Julie London,Emergency,N
1974,Best Performance by an Actress In A Television Series - Drama,Michael Learned,The Waltons,N
1974,Best Performance by an Actress In A Television Series - Drama,Susan St. James,McMillan and Wife,N
1974,Best Performance by an Actress in a Motion Picture - Drama,Marsha Mason,Cinderella Liberty,W
1974,Best Performance by an Actress in a Motion Picture - Drama,Barbra Streisand,The Way We Were,N
1974,Best Performance by an Actress in a Motion Picture - Drama,Elizabeth Taylor,Ash Wednesday,N
1974,Best Performance by an Actress in a Motion Picture - Drama,Ellen Burstyn,The Exorcist,N
1974,Best Performance by an Actress in a Motion Picture - Drama,Joanne Woodward,"Summer Wishes, Winter Dreams",N
1974,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Glenda Jackson,"Touch of Class, A",W
1974,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Cloris Leachman,Charley and The Angel,N
1974,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Liv Ullmann,40 Carats,N
1974,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Tatum O'Neal,Paper Moon,N
1974,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Yvonne Elliman,Jesus Christ Superstar,N
1974,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Ellen Corby,The Waltons,W
1974,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Gail Fisher,Mannix,N
1974,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Loretta Swit,M*A*S*H (TV Show),N
1974,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Sally Struthers,All In The Family,N
1974,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Valerie Harper,The Mary Tyler Moore Show,N
1974,Best Performance by an Actress in a Supporting Role in any Motion Picture,Linda Blair,The Exorcist,W
1974,Best Performance by an Actress in a Supporting Role in any Motion Picture,Kate Reid,"Delicate Balance, A",N
1974,Best Performance by an Actress in a Supporting Role in any Motion Picture,Madeline Kahn,Paper Moon,N
1974,Best Performance by an Actress in a Supporting Role in any Motion Picture,Sylvia Sidney,"Summer Wishes, Winter Dreams",N
1974,Best Performance by an Actress in a Supporting Role in any Motion Picture,Valentina Cortese,Day for Night,N
1974,Best Performance by an Actress in a Television Series - Musical or Comedy,Cher,The Sonny and Cher Comedy Hour,W
1974,Best Performance by an Actress in a Television Series - Musical or Comedy,Jean Stapleton,All In The Family,W
1974,Best Performance by an Actress in a Television Series - Musical or Comedy,Beatrice Arthur,Maude,N
1974,Best Performance by an Actress in a Television Series - Musical or Comedy,Carol Burnett,The Carol Burnett Show,N
1974,Best Performance by an Actress in a Television Series - Musical or Comedy,Mary Tyler Moore,The Mary Tyler Moore Show,N
1974,Best Screenplay - Motion Picture,William Peter Blatty,The Exorcist,W
1974,Best Screenplay - Motion Picture,Darryl Ponicsan,Cinderella Liberty,N
1974,Best Screenplay - Motion Picture,David S. Ward,The Sting,N
1974,Best Screenplay - Motion Picture,Kenneth Ross,The Day of the Jackal,N
